Id,duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,labels
438,7,icmp,eco_i,RSTO,4826,2437,1,2,0,1,0,0,1,0,0,1,1,2,1,0,1,0,51,22,0.13,0.31,0.21,0.38,0.38,0.41,0.01,237,110,0.89,0.05,0.33,0.23,0.18,0.18,0.16,0.03,normal
439,83,icmp,http,SH,2192,814,1,4,4,1,4,0,2,0,0,4,5,1,1,0,0,1,90,65,0.64,0.71,0.91,0.69,0.95,0.11,0.33,151,161,0.98,0.22,0.36,0.15,0.64,0.74,0.12,0.47,teardrop
440,45,icmp,domain_u,S0,8035,1880,0,9,3,1,2,0,8,1,1,8,5,1,0,0,1,1,63,95,0.81,0.93,0.67,0.77,0.88,0.16,0.3,23,122,0.97,0.34,0.49,0.06,0.76,0.58,0.32,0.22,smurf
441,77,tcp,domain_u,RSTO,402,1532,1,1,0,1,0,1,0,0,0,2,1,1,5,0,0,0,97,58,0.22,0.13,0.0,0.19,0.26,0.31,0.44,7,212,0.5,0.43,0.83,0.39,0.48,0.39,0.49,0.14,normal
442,59,udp,ftp_data,SF,3862,2688,0,1,0,1,0,1,1,0,0,1,2,2,1,0,1,0,73,65,0.08,0.14,0.47,0.47,0.23,0.19,0.23,166,97,0.59,0.38,0.33,0.28,0.43,0.18,0.09,0.14,normal
443,87,tcp,eco_i,SH,9441,1454,1,6,1,4,5,1,4,0,0,10,4,1,4,0,1,0,97,6,0.67,0.62,0.73,0.78,0.85,0.46,0.02,100,105,0.95,0.26,0.44,0.01,0.67,0.79,0.02,0.47,neptune
444,33,udp,ftp_data,SH,6781,1699,1,8,5,2,2,0,4,0,0,6,1,0,1,0,0,0,75,2,0.98,0.86,0.72,0.76,0.99,0.26,0.4,66,171,0.98,0.08,0.68,0.34,0.64,0.71,0.27,0.19,back
445,51,tcp,domain_u,SF,3310,1913,1,4,6,4,1,0,2,0,1,7,4,0,1,0,0,0,41,53,0.59,0.76,0.72,0.76,0.88,0.17,0.35,129,112,0.96,0.41,0.72,0.09,0.75,0.95,0.31,0.01,neptune
446,19,tcp,http,SH,4770,4294,1,2,0,2,0,1,1,0,1,3,1,2,1,0,1,0,93,72,0.39,0.24,0.1,0.42,0.05,0.1,0.44,156,129,0.95,0.17,0.42,0.02,0.13,0.0,0.06,0.04,normal
447,52,udp,ftp_data,SH,2056,731,0,2,3,5,4,1,8,0,1,0,2,0,3,0,0,0,41,37,0.79,0.9,0.61,0.64,0.84,0.07,0.22,180,115,0.94,0.48,0.3,0.38,0.53,0.65,0.35,0.33,back
448,5,icmp,http,REJ,1148,1401,1,10,7,2,0,0,3,0,0,3,1,2,5,0,1,0,58,72,0.62,1.0,0.84,0.62,0.81,0.08,0.5,55,65,0.92,0.13,0.15,0.31,0.6,0.99,0.48,0.34,neptune
449,71,tcp,private,SH,8170,900,1,5,6,2,2,0,1,0,1,5,2,1,5,0,0,1,46,50,0.98,0.64,0.57,0.83,0.99,0.32,0.43,215,246,0.86,0.1,0.66,0.11,0.98,0.71,0.45,0.44,smurf
450,35,icmp,domain_u,SF,8876,898,0,7,1,3,4,1,1,1,1,5,2,1,2,0,0,1,15,74,0.51,0.69,0.73,0.93,0.85,0.49,0.11,153,83,0.84,0.16,0.71,0.01,0.52,0.78,0.29,0.2,teardrop
451,48,udp,ftp_data,SH,2345,1623,0,0,0,0,0,0,1,0,1,3,2,1,1,0,0,0,61,84,0.0,0.26,0.22,0.12,0.19,0.46,0.46,208,141,0.98,0.07,0.36,0.39,0.03,0.03,0.48,0.21,normal
452,66,udp,http,SF,3553,851,0,1,5,1,3,0,1,1,1,10,1,0,0,0,0,1,14,73,0.96,0.89,0.95,0.9,0.98,0.24,0.11,250,155,0.92,0.4,0.32,0.32,0.74,0.54,0.07,0.17,teardrop
453,23,udp,eco_i,REJ,2570,3211,0,0,0,0,1,0,1,0,0,3,0,1,2,0,1,0,78,42,0.49,0.19,0.1,0.16,0.11,0.37,0.21,226,129,0.81,0.16,0.29,0.11,0.02,0.29,0.05,0.5,normal
454,64,tcp,domain_u,REJ,1565,689,0,3,1,1,5,1,5,1,0,9,2,0,2,0,1,0,29,71,0.72,0.81,0.91,0.99,0.81,0.2,0.48,83,198,0.98,0.17,0.94,0.17,0.55,0.98,0.17,0.17,neptune
455,98,tcp,http,S0,722,1371,0,1,0,2,1,0,0,0,1,1,1,1,1,0,0,0,26,61,0.31,0.36,0.1,0.2,0.06,0.35,0.45,18,170,0.54,0.21,0.13,0.2,0.47,0.06,0.31,0.06,normal
456,49,icmp,private,RSTO,7570,544,1,6,2,2,4,1,0,1,1,0,2,1,5,0,1,1,51,97,0.93,0.64,0.7,0.89,1.0,0.17,0.11,154,159,0.85,0.06,0.79,0.16,0.92,0.73,0.25,0.3,neptune
457,81,udp,http,S0,1457,144,0,8,1,5,5,0,10,0,0,7,4,2,2,0,0,0,88,31,0.83,0.71,0.92,0.99,0.99,0.16,0.33,61,163,0.96,0.41,0.96,0.47,0.51,0.82,0.25,0.29,back
458,8,icmp,http,S0,4805,972,1,6,7,2,0,0,7,1,0,8,5,1,1,0,1,1,66,21,1.0,0.67,0.64,0.94,0.9,0.38,0.3,254,158,0.97,0.32,0.89,0.1,0.8,0.77,0.0,0.15,back
459,81,udp,other,SF,1434,339,1,9,9,3,2,1,4,1,1,10,5,0,0,0,1,1,76,12,0.7,0.82,0.94,0.97,0.81,0.4,0.11,156,175,0.9,0.34,0.74,0.36,0.81,0.97,0.22,0.24,smurf
460,80,udp,other,S0,2326,802,0,5,3,4,5,0,4,1,0,7,2,0,1,0,1,0,48,64,0.88,0.6,0.53,0.92,1.0,0.36,0.18,69,136,0.91,0.08,0.98,0.31,0.72,0.53,0.25,0.15,back
461,67,tcp,other,SF,4099,1323,0,2,6,1,1,0,6,1,1,8,0,1,1,0,0,1,99,26,0.93,0.56,0.79,0.85,0.99,0.19,0.04,228,205,0.9,0.33,0.8,0.35,0.81,0.58,0.44,0.13,smurf
462,11,tcp,eco_i,SF,1396,2136,1,2,0,2,0,1,2,0,1,3,0,1,1,0,1,0,57,28,0.16,0.38,0.32,0.05,0.49,0.33,0.22,227,18,0.66,0.47,0.87,0.3,0.38,0.4,0.17,0.24,normal
463,33,tcp,eco_i,RSTO,9392,1544,0,5,0,0,4,1,0,0,1,9,5,1,4,0,1,0,87,40,0.87,0.68,0.72,0.53,0.81,0.17,0.24,105,124,0.89,0.34,0.45,0.04,0.84,0.53,0.04,0.36,neptune
464,47,udp,smtp,RSTO,578,4290,1,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,72,81,0.12,0.09,0.14,0.3,0.1,0.43,0.5,18,137,0.66,0.42,0.56,0.15,0.32,0.36,0.05,0.06,normal
465,91,tcp,smtp,SH,90,3579,1,2,0,1,0,1,0,0,0,3,2,0,1,0,0,0,36,88,0.17,0.44,0.17,0.27,0.36,0.43,0.39,193,84,0.59,0.35,0.31,0.27,0.02,0.06,0.49,0.46,normal
466,80,tcp,ftp_data,SH,2380,518,0,4,3,1,4,1,7,0,0,9,0,2,3,0,0,1,27,99,0.96,0.77,0.73,0.54,0.81,0.25,0.08,60,92,0.84,0.3,0.97,0.1,0.78,0.59,0.17,0.31,back
467,30,icmp,eco_i,SH,2613,190,0,0,10,2,3,0,0,0,0,0,3,1,0,0,0,0,12,67,0.65,0.83,0.54,0.82,0.97,0.26,0.41,220,124,0.98,0.4,0.22,0.44,0.54,0.54,0.49,0.42,teardrop
468,10,tcp,other,SF,3360,596,0,2,0,2,1,1,0,0,0,0,0,1,0,0,1,0,97,96,0.27,0.36,0.27,0.39,0.05,0.32,0.46,134,47,0.77,0.28,0.8,0.44,0.34,0.13,0.42,0.49,normal
469,95,udp,domain_u,SF,7118,1585,0,9,7,1,2,0,5,1,1,6,1,1,0,0,1,0,62,33,0.99,0.73,0.68,0.81,0.83,0.47,0.49,176,213,0.83,0.39,0.84,0.37,0.55,0.94,0.41,0.05,teardrop
470,99,icmp,eco_i,SF,41,4231,1,2,0,0,0,0,2,0,0,2,2,0,1,0,1,0,79,70,0.33,0.47,0.42,0.01,0.26,0.07,0.5,250,227,0.98,0.15,0.83,0.06,0.28,0.44,0.27,0.37,normal
471,58,udp,eco_i,SH,9023,389,0,6,6,1,1,1,1,1,0,3,4,1,0,0,1,0,42,41,0.63,0.97,0.69,0.7,0.99,0.24,0.08,103,97,0.9,0.29,0.44,0.32,0.6,0.94,0.02,0.07,teardrop
472,73,udp,other,REJ,3321,1256,1,0,0,2,0,1,0,0,0,3,2,0,3,0,1,0,91,9,0.39,0.49,0.2,0.09,0.08,0.18,0.08,150,233,0.69,0.46,0.01,0.29,0.14,0.24,0.04,0.38,normal
473,49,tcp,private,REJ,1085,1415,1,0,0,2,1,1,1,0,0,1,0,0,5,0,0,0,87,46,0.46,0.24,0.2,0.27,0.08,0.15,0.5,221,218,0.75,0.32,0.86,0.3,0.45,0.06,0.04,0.48,normal
474,51,tcp,eco_i,SH,1656,980,1,2,1,0,2,1,0,0,0,5,0,0,2,0,0,0,34,40,0.6,0.98,0.68,0.69,0.95,0.31,0.46,144,100,0.91,0.25,0.53,0.39,0.96,0.94,0.09,0.41,teardrop
475,50,icmp,ftp_data,SF,572,3665,1,0,0,0,1,1,2,0,0,2,2,1,2,0,1,0,9,49,0.18,0.34,0.42,0.37,0.08,0.25,0.27,95,85,0.94,0.3,0.04,0.48,0.31,0.38,0.41,0.34,normal
476,59,udp,ftp_data,S0,321,929,1,0,0,1,1,1,2,0,0,3,0,1,0,0,1,0,47,5,0.22,0.33,0.38,0.26,0.3,0.41,0.3,146,43,0.81,0.33,0.49,0.37,0.19,0.46,0.4,0.11,normal
477,28,udp,ftp_data,RSTO,5470,1494,1,10,0,3,3,0,0,0,1,10,2,2,2,0,0,1,80,67,0.88,0.6,0.9,0.87,0.82,0.27,0.39,144,44,0.96,0.41,0.33,0.19,0.54,0.81,0.44,0.06,back
478,0,tcp,private,SF,2582,1343,0,10,0,5,3,0,9,1,1,0,3,2,1,0,0,1,94,63,0.53,0.55,0.65,0.91,0.81,0.21,0.1,127,35,0.9,0.26,0.14,0.13,0.84,0.53,0.03,0.47,neptune
479,62,udp,private,S0,6258,1599,1,7,1,4,0,0,8,1,1,4,0,1,4,0,0,0,78,85,0.98,0.64,0.64,0.79,0.92,0.02,0.11,211,40,0.89,0.27,0.99,0.25,0.88,0.76,0.06,0.19,smurf
480,65,tcp,smtp,RSTO,3820,1145,1,8,10,5,1,1,1,0,0,3,4,0,3,0,1,0,6,12,0.54,0.69,0.99,0.52,0.91,0.08,0.24,181,250,0.85,0.44,0.26,0.09,0.91,0.58,0.37,0.43,back
481,64,tcp,ftp_data,REJ,4366,1734,1,0,4,1,4,0,4,0,1,6,3,2,0,0,0,0,65,4,0.88,0.96,0.61,0.94,0.91,0.23,0.41,126,60,0.91,0.34,0.19,0.44,0.97,0.74,0.32,0.01,teardrop
482,42,icmp,eco_i,REJ,4308,3178,0,2,0,0,1,0,0,0,1,3,0,2,1,0,1,0,93,69,0.29,0.26,0.25,0.12,0.06,0.12,0.18,138,130,0.88,0.16,0.8,0.27,0.31,0.23,0.01,0.3,normal
483,67,icmp,smtp,RSTO,957,3556,0,0,0,0,1,0,0,0,0,3,1,1,3,0,1,0,89,42,0.33,0.18,0.24,0.41,0.4,0.25,0.27,40,157,0.51,0.21,1.0,0.07,0.01,0.27,0.08,0.1,normal
484,42,icmp,eco_i,RSTO,7846,812,0,6,2,4,2,0,4,0,0,8,3,0,3,0,0,1,11,14,0.67,0.75,0.61,1.0,0.96,0.43,0.14,202,34,0.9,0.32,0.97,0.19,0.61,0.6,0.31,0.47,smurf
485,94,tcp,eco_i,SH,4960,292,0,2,0,0,1,1,0,0,0,1,1,0,2,0,1,0,63,81,0.16,0.19,0.44,0.05,0.47,0.23,0.42,188,165,0.64,0.35,0.5,0.26,0.24,0.14,0.45,0.44,normal
486,80,tcp,eco_i,SF,5859,1348,0,6,4,2,0,0,3,0,1,3,2,0,3,0,0,0,67,66,0.91,0.86,0.69,0.88,0.85,0.45,0.14,36,244,0.87,0.11,0.01,0.03,0.86,0.89,0.04,0.28,teardrop
487,24,icmp,http,SF,3728,773,1,0,0,2,0,1,2,0,0,1,0,1,4,0,1,0,55,85,0.22,0.47,0.23,0.17,0.1,0.46,0.11,249,152,0.77,0.0,0.09,0.17,0.35,0.24,0.35,0.46,normal
488,32,icmp,private,SF,1404,3187,1,0,0,2,1,1,2,0,1,1,2,0,3,0,0,0,32,87,0.07,0.19,0.39,0.15,0.04,0.38,0.08,122,125,0.85,0.5,0.99,0.18,0.13,0.17,0.35,0.34,normal
489,76,icmp,domain_u,REJ,4428,45,1,5,1,1,2,0,6,0,1,1,0,1,3,0,1,1,4,46,1.0,0.94,0.56,0.67,0.83,0.08,0.15,106,12,0.84,0.28,0.42,0.0,0.56,0.6,0.42,0.45,neptune
490,59,tcp,eco_i,REJ,4550,4082,1,2,0,1,1,0,0,0,1,0,2,0,5,0,0,0,63,83,0.5,0.16,0.26,0.0,0.24,0.1,0.19,135,205,0.83,0.29,0.57,0.14,0.41,0.0,0.22,0.34,normal
491,11,icmp,eco_i,S0,564,1136,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,29,94,0.13,0.34,0.16,0.47,0.01,0.41,0.16,84,158,0.96,0.29,0.72,0.06,0.45,0.12,0.42,0.35,normal
492,18,tcp,domain_u,RSTO,1288,497,1,0,9,1,3,1,2,1,1,9,4,0,5,0,1,1,34,2,0.76,0.64,0.91,0.54,0.89,0.08,0.37,68,186,0.88,0.3,0.0,0.11,0.66,0.57,0.27,0.24,smurf
493,36,udp,private,SF,8734,336,0,7,1,3,2,1,5,1,1,6,5,1,2,0,0,0,57,32,0.91,0.67,0.77,0.69,0.96,0.29,0.14,172,110,0.87,0.47,0.14,0.31,0.9,0.55,0.46,0.08,teardrop
494,25,icmp,ftp_data,S0,4295,1168,1,1,0,0,0,1,1,0,0,0,2,2,5,0,0,0,57,46,0.16,0.43,0.21,0.1,0.15,0.19,0.01,110,197,0.9,0.45,0.15,0.05,0.34,0.05,0.23,0.4,normal
495,84,tcp,ftp_data,REJ,9667,568,0,3,10,1,2,1,3,0,1,2,1,1,3,0,1,1,3,37,0.61,0.79,0.7,0.84,0.89,0.29,0.49,211,162,0.98,0.1,0.93,0.34,0.94,0.78,0.34,0.45,teardrop
496,7,icmp,domain_u,SH,3536,849,0,3,1,3,0,0,2,0,0,10,3,1,5,0,0,0,65,76,0.94,0.83,0.82,0.67,0.94,0.04,0.16,1,59,0.91,0.44,0.03,0.05,0.68,0.74,0.41,0.08,neptune
497,9,icmp,smtp,SF,4527,1401,0,7,2,2,5,1,2,0,1,8,4,1,2,0,0,1,25,87,0.91,0.89,0.58,0.97,0.84,0.37,0.11,24,40,0.94,0.21,0.34,0.46,0.51,0.6,0.18,0.01,back
498,70,icmp,private,RSTO,1698,1913,1,1,4,4,5,1,6,0,1,10,4,0,2,0,0,1,67,14,0.95,0.83,0.93,0.58,0.88,0.12,0.41,1,17,0.91,0.22,0.49,0.04,0.94,0.9,0.4,0.09,back
499,40,icmp,smtp,SH,1576,1749,0,4,2,1,3,0,3,0,0,1,0,0,4,0,1,1,7,48,0.85,0.61,0.71,0.78,0.91,0.26,0.26,31,178,0.82,0.49,0.05,0.13,0.6,0.52,0.05,0.28,teardrop
500,37,tcp,domain_u,REJ,3114,235,1,0,0,2,0,1,1,0,1,3,0,0,0,0,0,0,63,20,0.32,0.16,0.07,0.32,0.44,0.25,0.44,66,179,0.67,0.38,0.71,0.21,0.05,0.38,0.21,0.25,normal
501,81,udp,private,RSTO,3819,1998,1,2,0,1,0,0,2,0,0,0,0,1,1,0,0,0,14,62,0.28,0.1,0.5,0.25,0.08,0.43,0.24,112,159,0.62,0.1,0.76,0.19,0.4,0.33,0.07,0.33,normal
502,27,icmp,private,SF,3790,4285,1,2,0,2,0,0,0,0,0,2,1,2,1,0,1,0,38,13,0.02,0.31,0.34,0.38,0.02,0.15,0.35,159,62,0.51,0.26,0.91,0.13,0.41,0.17,0.02,0.38,normal
503,17,udp,smtp,REJ,8914,55,0,9,8,5,0,1,8,1,1,0,1,2,1,0,0,0,10,57,0.89,0.96,0.98,0.71,0.96,0.06,0.3,159,131,0.89,0.32,0.81,0.37,0.52,0.73,0.04,0.48,neptune
504,14,icmp,http,SH,1585,411,1,8,3,5,4,1,5,0,1,7,5,1,5,0,1,0,82,81,0.74,0.69,0.8,0.79,0.82,0.47,0.34,172,195,0.96,0.01,0.32,0.19,0.69,0.64,0.1,0.0,teardrop
505,39,udp,ftp_data,RSTO,2333,1864,1,1,3,3,3,1,9,1,0,7,4,2,1,0,1,0,66,17,0.51,0.75,0.96,0.95,0.99,0.49,0.02,73,81,0.84,0.46,0.4,0.22,0.76,0.89,0.02,0.14,back
506,94,tcp,smtp,SF,2389,2679,0,0,0,2,0,1,2,0,0,3,1,0,5,0,1,0,10,100,0.05,0.37,0.3,0.12,0.33,0.14,0.44,111,132,0.66,0.24,0.03,0.33,0.15,0.12,0.0,0.34,normal
507,9,tcp,other,S0,4545,4697,0,1,0,2,1,1,0,0,0,0,2,0,0,0,1,0,6,96,0.07,0.38,0.3,0.21,0.25,0.47,0.25,213,66,0.77,0.34,0.45,0.2,0.2,0.14,0.44,0.18,normal
508,57,tcp,domain_u,SF,5083,1714,0,6,8,3,3,0,0,1,1,4,2,2,0,0,0,1,80,24,0.72,0.55,0.69,0.88,0.97,0.4,0.35,20,79,0.87,0.49,0.17,0.21,0.75,0.66,0.03,0.12,neptune
509,87,icmp,http,RSTO,9757,1171,1,2,10,1,4,0,6,1,1,6,0,2,2,0,0,0,57,83,0.9,0.92,0.98,0.72,0.82,0.34,0.17,180,230,0.96,0.47,0.84,0.01,0.61,0.65,0.44,0.45,neptune
510,67,icmp,ftp_data,RSTO,2633,1802,0,1,0,1,1,0,2,0,0,2,1,1,3,0,0,0,40,85,0.37,0.22,0.23,0.4,0.31,0.49,0.12,236,244,0.53,0.19,0.38,0.36,0.33,0.15,0.19,0.39,normal
511,31,tcp,http,S0,1062,4498,0,0,0,2,0,1,1,0,1,0,1,2,0,0,1,0,40,57,0.17,0.46,0.43,0.43,0.38,0.37,0.31,182,138,0.57,0.14,0.83,0.18,0.19,0.26,0.4,0.26,normal
512,66,icmp,domain_u,REJ,1463,4334,1,2,0,0,0,0,2,0,1,3,2,2,3,0,1,0,4,19,0.08,0.24,0.23,0.22,0.14,0.31,0.3,151,45,0.7,0.29,0.8,0.16,0.11,0.34,0.47,0.25,normal
513,14,udp,ftp_data,REJ,7219,1704,1,2,1,5,1,0,6,0,1,0,5,0,4,0,0,0,52,49,0.87,0.53,0.84,0.68,0.92,0.45,0.27,182,104,0.8,0.04,0.49,0.05,0.59,0.85,0.03,0.34,smurf
514,55,tcp,private,SF,4597,105,1,4,4,0,3,1,3,0,1,8,4,0,1,0,0,0,4,64,0.55,0.86,0.66,0.89,0.87,0.22,0.47,174,87,0.97,0.03,0.29,0.33,0.77,0.96,0.05,0.14,back
515,36,tcp,smtp,S0,2337,4748,1,1,0,2,0,0,2,0,0,0,0,2,0,0,0,0,7,77,0.0,0.22,0.03,0.49,0.18,0.36,0.19,152,207,0.95,0.18,0.0,0.2,0.45,0.44,0.21,0.06,normal
516,56,tcp,private,RSTO,9560,24,1,9,4,0,5,1,7,0,1,1,1,0,2,0,1,1,55,96,0.51,0.61,0.7,0.59,0.96,0.28,0.31,11,203,0.97,0.45,0.21,0.05,0.88,0.76,0.09,0.08,neptune
517,88,icmp,domain_u,RSTO,3365,3738,0,1,0,0,0,0,1,0,0,3,0,1,4,0,1,0,9,68,0.2,0.01,0.24,0.01,0.01,0.24,0.18,193,56,0.51,0.24,0.27,0.43,0.45,0.27,0.47,0.17,normal
518,39,icmp,domain_u,SH,9594,247,0,6,6,5,5,1,7,1,1,10,3,0,2,0,0,0,39,1,0.7,0.71,0.95,0.51,0.88,0.2,0.28,76,85,0.83,0.34,0.43,0.32,0.98,0.95,0.04,0.23,teardrop
519,82,icmp,ftp_data,SH,1576,1396,1,0,0,0,1,1,2,0,0,2,1,2,4,0,0,0,23,59,0.48,0.34,0.17,0.02,0.18,0.25,0.35,54,85,0.62,0.08,0.2,0.04,0.03,0.34,0.1,0.36,normal
520,85,udp,private,S0,7615,1192,0,1,5,4,3,1,8,1,1,7,5,2,4,0,0,0,60,30,0.79,0.75,0.63,0.91,0.92,0.46,0.21,132,11,0.96,0.4,0.79,0.01,0.96,0.57,0.47,0.22,smurf
521,4,udp,eco_i,SH,4825,335,1,1,0,0,1,0,1,0,1,1,2,1,2,0,1,0,99,16,0.33,0.32,0.02,0.03,0.4,0.26,0.39,124,199,0.82,0.07,0.69,0.41,0.2,0.35,0.46,0.1,normal
522,95,icmp,private,SH,6043,254,1,0,2,3,5,1,3,0,0,6,5,2,3,0,0,0,34,2,0.85,0.87,0.66,0.72,0.83,0.36,0.16,207,206,0.92,0.32,0.35,0.19,0.77,0.87,0.31,0.19,smurf
523,2,udp,private,SF,7634,1709,0,8,1,3,5,0,2,0,1,5,4,1,4,0,0,0,86,64,0.63,0.88,0.62,0.75,0.83,0.38,0.4,250,97,0.81,0.15,0.16,0.2,0.62,0.69,0.42,0.37,neptune
524,79,udp,eco_i,SH,7506,639,0,7,0,4,5,0,3,1,0,2,5,0,3,0,1,0,66,20,0.79,0.61,0.59,0.61,0.88,0.26,0.01,185,175,0.94,0.31,0.1,0.39,0.67,0.92,0.37,0.39,back
525,1,udp,ftp_data,S0,3785,2646,0,1,0,0,0,1,1,0,1,3,1,2,2,0,1,0,48,3,0.26,0.37,0.08,0.06,0.03,0.18,0.03,65,49,0.52,0.12,0.8,0.19,0.03,0.22,0.18,0.34,normal
526,58,icmp,private,SF,1023,1932,0,1,0,1,0,0,2,0,1,2,1,2,2,0,1,0,7,41,0.42,0.3,0.46,0.38,0.34,0.41,0.32,237,51,0.78,0.07,0.59,0.22,0.21,0.42,0.29,0.2,normal
527,45,tcp,domain_u,SH,600,1988,1,0,0,2,1,0,2,0,1,2,0,0,0,0,1,0,86,84,0.36,0.11,0.35,0.3,0.47,0.41,0.06,245,114,0.81,0.43,0.44,0.06,0.43,0.12,0.32,0.27,normal
528,80,icmp,eco_i,SF,4127,348,0,9,1,3,0,1,8,1,0,4,4,1,5,0,0,0,34,11,0.95,0.96,0.7,0.58,0.88,0.39,0.1,53,58,0.82,0.01,0.04,0.21,0.63,0.78,0.09,0.12,smurf
529,85,icmp,private,SF,3375,4058,0,0,0,1,1,1,0,0,1,3,2,0,3,0,0,0,50,33,0.37,0.21,0.28,0.43,0.35,0.13,0.05,121,147,0.68,0.26,0.05,0.02,0.18,0.03,0.45,0.08,normal
530,45,icmp,domain_u,RSTO,2164,4645,1,1,0,2,1,0,2,0,1,3,2,1,2,0,1,0,47,28,0.24,0.13,0.29,0.27,0.09,0.48,0.44,137,27,0.5,0.41,0.2,0.24,0.14,0.29,0.03,0.02,normal
531,52,udp,other,S0,4905,1711,1,2,0,0,1,1,0,0,1,0,0,2,1,0,0,0,28,85,0.09,0.04,0.05,0.23,0.48,0.05,0.32,184,194,0.74,0.21,0.88,0.4,0.24,0.44,0.36,0.39,normal
532,59,udp,other,SF,3382,3911,1,1,0,2,0,0,0,0,1,1,0,2,1,0,1,0,21,79,0.17,0.28,0.15,0.23,0.5,0.08,0.33,143,73,0.87,0.22,0.74,0.09,0.42,0.03,0.33,0.26,normal
533,65,udp,http,RSTO,6003,1389,1,4,6,2,4,0,4,0,1,8,4,1,4,0,0,0,37,9,0.61,0.85,0.68,0.79,0.84,0.2,0.29,159,252,0.85,0.45,0.55,0.04,0.85,0.94,0.29,0.09,smurf
534,39,tcp,smtp,REJ,4372,499,0,6,2,4,0,1,0,1,0,6,2,0,1,0,0,1,90,87,0.64,0.82,0.63,0.91,0.91,0.14,0.38,169,112,0.87,0.19,0.85,0.17,0.52,0.96,0.28,0.18,smurf
535,13,tcp,domain_u,S0,2475,3542,0,0,0,2,0,1,2,0,1,3,2,0,0,0,0,0,36,44,0.39,0.38,0.15,0.05,0.5,0.41,0.21,141,42,0.75,0.47,0.43,0.13,0.44,0.37,0.26,0.49,normal
536,53,icmp,ftp_data,S0,1765,476,1,0,0,1,0,1,2,0,0,0,0,1,4,0,0,0,82,11,0.45,0.22,0.43,0.11,0.06,0.07,0.13,208,156,0.86,0.37,0.27,0.45,0.19,0.21,0.03,0.11,normal
537,58,tcp,domain_u,SH,4487,335,1,2,0,1,0,1,0,0,1,0,1,2,1,0,0,0,47,99,0.08,0.24,0.12,0.38,0.4,0.2,0.11,168,98,0.67,0.42,0.45,0.36,0.22,0.21,0.08,0.29,normal
538,13,icmp,other,SH,3642,2817,1,2,0,1,1,1,0,0,1,2,0,0,4,0,0,0,37,20,0.29,0.2,0.37,0.24,0.37,0.38,0.06,217,114,0.9,0.17,0.93,0.01,0.01,0.09,0.4,0.01,normal
539,24,udp,http,SF,2681,565,1,1,0,1,0,0,2,0,0,1,1,0,3,0,1,0,88,40,0.33,0.09,0.12,0.05,0.35,0.02,0.28,100,147,0.82,0.37,0.2,0.3,0.4,0.05,0.31,0.37,normal
540,1,tcp,other,SH,4544,3398,0,0,0,2,1,0,2,0,0,1,0,1,3,0,0,0,87,36,0.16,0.49,0.32,0.47,0.3,0.37,0.1,87,6,0.66,0.13,0.54,0.15,0.03,0.48,0.26,0.21,normal
541,79,icmp,private,RSTO,9812,423,1,1,10,0,4,1,4,1,1,7,2,1,3,0,1,0,2,86,0.99,0.94,0.51,0.81,0.95,0.45,0.15,201,194,0.99,0.21,0.24,0.47,0.89,0.93,0.2,0.3,teardrop
542,66,icmp,ftp_data,SH,1173,540,1,2,0,1,0,0,1,0,0,1,1,1,4,0,1,0,78,76,0.47,0.36,0.45,0.11,0.49,0.05,0.09,171,139,0.57,0.36,0.02,0.16,0.14,0.35,0.36,0.5,normal
543,52,icmp,other,RSTO,2455,714,1,6,3,4,0,0,6,1,0,10,2,2,1,0,0,0,81,57,0.85,0.83,0.86,0.66,0.87,0.2,0.4,92,27,0.86,0.22,0.55,0.22,0.68,0.55,0.22,0.16,smurf
544,70,tcp,other,REJ,3659,1016,1,10,4,0,1,1,9,0,1,8,5,2,3,0,1,0,62,94,0.5,0.66,0.62,0.84,0.89,0.46,0.02,241,248,0.93,0.16,0.52,0.12,0.55,0.7,0.03,0.23,neptune
545,55,tcp,domain_u,SH,283,2557,1,0,0,2,1,1,0,0,0,3,0,2,4,0,0,0,37,18,0.1,0.32,0.26,0.3,0.46,0.34,0.34,64,30,0.92,0.38,0.99,0.16,0.33,0.46,0.5,0.47,normal
546,8,udp,http,S0,1483,732,0,7,4,2,4,1,5,0,1,4,3,0,3,0,1,0,6,54,0.67,0.87,0.78,0.56,0.85,0.03,0.44,17,87,0.88,0.32,0.21,0.01,0.55,0.67,0.31,0.46,neptune
547,20,udp,domain_u,S0,861,4616,0,0,0,2,0,1,1,0,0,2,1,1,1,0,1,0,86,56,0.17,0.27,0.44,0.04,0.31,0.3,0.2,209,27,0.6,0.42,0.3,0.09,0.24,0.49,0.27,0.41,normal
